,MAGPIID,segID,xmax,ymax,RAmax,Decmax,z.x,QOP,mag_it,mag_rt,R50_it,R90_it,axrat_it,ang_it,fwhm_g,fwhm_r,fwhm_i,fwhm_z,stelkinfrac0p5Re,stelkinfracRe,gaskinfrac0p5Re,gaskinfracRe,re_galfit,re_err_galfit,n_galfit,n_err_galfit,q_galfit,q_err_galfit,mag_galfit,mag_err_galfit,pa_galfit,pa_err_galfit,chi2_galfit,z.y,StellarMass_bestfit,StellarMass_median,StellarMass_16,StellarMass_84,SFRburst_bestfit,SFRburst_median,SFRburst_16,SFRburst_84,P_asym,P_asym_err,C,C_err,centre_asym_x,centre_asym_y,centroid_x,centroid_y,walk_dist_pix,nan_frac
62,2301109255,8,109.5,255.5,339.496905,-31.851773,0.2936,4,19.604,19.255,1.178,2.495,0.566,115.78,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,0.981132075471698,1.0,1.0,1.08,0.01,0.93,0.02,0.36,0.0,19.29,0.01,-60.9,0.33,228.027,0.2936,10875509115.6628,13563239311.4224,11186856677.2883,17016435357.2353,10.1910631612821,4.8734713895192,3.78044692475863,7.78286167357389,0.11815169688354361,0.0065843602877908676,2.3773297320963223,0.03819544539801504,51.81556360125576,51.22971746898265,51.896029474995416,51.896029474995416,0.08047814328117818,0.14
63,2301196197,2,196.5,197.5,339.491215,-31.854996,0.2981,4,18.154,17.564,1.488,4.862,0.879,96.71,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,1.0,0.0,0.0170454545454545,1.81,0.01,5.07,0.02,0.88,0.0,17.39,0.0,-54.48,0.42,23.568,0.2981,109381821570.292,114330961290.595,101862527907.571,130286598235.826,9.65993506250758e-05,1.07848726497251e-28,2.7703429689540202e-95,5.55630296989692e-08,0.02515474688398337,0.003621819128092207,3.653149106919613,0.06113552241019771,109.5459965451011,109.25326368538106,109.46208699661648,109.46208699661648,0.33869149036254464,0.26
64,2301269327,5,269.5,327.5,339.486441,-31.847773,0.2984,4,19.103,18.575,1.423,4.472,0.755,6.21,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,0.923076923076923,1.0,0.935897435897436,3.26,0.04,6.3,0.04,0.62,0.0,18.09,0.01,12.85,0.17,8.975,0.2984,43944160544.608,42428619026.1239,39031611993.3638,47340675727.6796,0.0003256186413875,1.76542046016437e-13,1.0174625021414601e-58,0.0040858400268925,0.3449514000565855,0.011211498819398593,3.784869368691217,0.010369257329526834,92.23255890545059,68.26888872202343,93.84552910425627,93.84552910425627,2.9999792635810234,0.28
65,2301290261,3,290.5,261.5,339.485067,-31.85144,0.2978,4,19.127,18.582,1.008,2.956,0.783,148.91,0.704372042140792,0.669658015381145,0.620052310273567,0.580159636243852,1.0,1.0,0.5,0.5375,1.46,0.03,8.0,0.08,0.56,0.0,18.31,0.01,-40.94,0.15,25.486,0.2978,38639325589.6267,40364996330.8874,34751754858.2834,51645449331.6085,0.0031290388355988,0.004879229454457,2.36465980073496e-11,0.272967141023109,0.0640929576992138,0.005103701269937664,3.3237576873487527,0.014722332327810622,76.14917888741053,75.82029726858792,76.12923199296293,76.12923199296293,1.5707271472889606,0.51
66,2302196199,2,196.5,199.5,340.190833,-34.714767,0.2926,4,18.257,17.709,2.221,5.785,0.757,29.89,0.640063601102215,0.604090310667935,0.545034427550834,0.497280344230265,1.0,0.930051813471503,0.0212765957446809,0.0207253886010363,3.43,0.12,5.92,0.1,0.8,0.01,17.44,0.02,11.91,1.0,414.345,0.2926,102751938046.146,108707392928.078,86303714913.1292,138105380262.364,0.27297972340455,4.43367310899794e-09,0.0,1.5556033516524,0.34726972561140224,0.0074376378072620155,3.770461297772572,0.07624359423375422,118.637928646136,117.70080276581083,120.97513416166937,120.97513416166937,2.999999198031618,0.24
67,2302197233,4,197.5,233.5,340.190765,-34.712878,0.2932,4,19.296,18.704,1.418,4.18,0.573,107.48,0.640063601102215,0.604090310667935,0.545034427550834,0.497280344230265,1.0,0.993827160493827,0.394736842105263,0.111111111111111,0.86,0.02,4.48,0.14,0.57,0.01,18.89,0.02,-64.95,0.6,262.09,0.2932,65081714450.1889,50475855022.6285,36884812224.9067,68642960439.5262,21.9298402512146,19.4327303226232,12.2469086601984,22.767426505111,0.3670721689758784,0.01172033435894451,3.694551580199712,0.13933825455676585,84.7069654093171,85.15809790500577,81.85139597993489,81.85139597993489,2.99999978583921,0.46
68,2303030270,5,30.5,270.5,340.380922,-34.075946,0.4765,4,19.765,19.194,1.143,2.405,0.846,30.32,0.694224996703617,0.648740895804761,0.581224831608519,0.526240847467987,0.75,0.480392156862745,0.964285714285714,0.96078431372549,1.04,0.01,1.44,0.02,0.87,0.01,19.12,0.01,68.15,1.78,8.447,0.4765,214070345158.084,215027486431.596,186018271120.944,248789147418.917,50.8077268622541,60.3633554127603,48.3418478486524,94.8427163752257,0.31415345300068115,0.021175951353092925,2.587170861112153,0.05592657595148527,30.437038318664747,50.77664033113506,31.416455387577592,31.416455387577592,1.3573084465175849,0.03
69,2303141049,2,141.5,49.5,340.373477,-34.088224,0.4788,4,19.756,18.943,0.963,2.625,0.872,32.42,0.694224996703617,0.648740895804761,0.581224831608519,0.526240847467987,1.0,0.81578947368421,1.0,1.0,0.85,0.01,4.3,0.05,0.81,0.0,18.85,0.0,-12.49,0.72,8.45,0.4788,171328301359.441,183693981589.723,163536453676.855,208259761397.925,8.394280748654889e-34,3.89674154568256e-30,1.0177088772141399e-286,3.23098528774613e-06,0.11774931098319527,0.009444796480064173,3.1529939872212056,0.04186891230164536,56.494241885716974,49.32623189410007,56.68677085329564,56.68677085329564,0.43263823101572574,0.08
70,2303197196,4,197.5,196.5,340.36972,-34.080057,0.3428,4,19.192,18.724,2.023,3.991,0.738,71.74,0.694224996703617,0.648740895804761,0.581224831608519,0.526240847467987,1.0,0.89751552795031,1.0,1.0,2.32,0.01,1.62,0.01,0.66,0.0,18.61,0.0,72.45,0.35,34.357,0.3428,89348885624.9624,75200716806.8728,65866413452.1531,82750302807.1458,1.9884286166827,1.58553127017682,0.306509752013779,3.78755713117005,0.15418572096032612,0.006851341357524062,2.5316484460738815,0.008174824820440544,76.83129314333888,77.47556441023876,76.01110384406067,76.01110384406067,0.8505943762868992,0.16
71,2304104201,4,104.5,201.5,341.648595,-31.305159,0.2882,4,18.894,18.613,1.372,2.932,0.933,42.46,0.667890242368905,0.620247150594903,0.55196205091622,0.496893123519451,1.0,1.0,1.0,1.0,1.29,0.01,1.55,0.01,0.95,0.0,18.58,0.0,48.81,3.57,80.121,0.2882,38141153748.2716,44926749540.1565,36572235265.3476,52235480757.3211,26.0355417524793,16.605980201897,12.0482759829072,24.238057046332,0.2677739903725347,0.0069212523387249675,2.6103387617807936,0.09495626787031745,53.940579817160085,53.872399206946454,53.33367691088726,53.33367691088726,0.6509958964850683,0.04
72,2304196198,2,196.5,198.5,341.642613,-31.305326,0.2857,4,18.874,18.219,1.333,3.326,0.582,158.15,0.667890242368905,0.620247150594903,0.55196205091622,0.496893123519451,1.0,1.0,1.0,0.971014492753623,1.36,0.01,2.71,0.02,0.41,0.0,18.16,0.0,-23.65,0.12,64.183,0.2857,146929396799.165,139836090968.139,124319498691.305,175269602992.418,1.50239290299497e-21,1.13187687187096e-20,3.7358901902163e-41,6.43856430408319e-08,0.058373808168404456,0.004543682497189332,2.933451172043264,0.007745465520636774,55.99993989287681,55.72185515853177,55.87729228136062,55.87729228136062,0.16338027926732498,0.38
73,2304216163,3,216.5,163.5,341.641312,-31.307271,0.1796,4,19.36,18.893,1.34,4.613,0.56,151.11,0.667890242368905,0.620247150594903,0.55196205091622,0.496893123519451,1.0,0.823943661971831,1.0,0.97887323943662,1.42,0.03,7.9,0.13,0.56,0.0,18.73,0.01,-52.44,0.32,31.357,0.1796,29482123245.6489,34221579623.5472,27753079097.0108,38059631448.553,5.17425850647306,6.36499351222193,2.67678943762259,8.89276057413127,0.12752637670442346,0.004771296578417481,3.5358364308898818,0.04278890875059027,83.68713415258796,84.02075565799514,83.25463339093055,83.25463339093055,1.2632467398439775,0.37
74,2305197198,1,197.5,198.5,344.606659,-34.696554,0.3173,4,19.427,18.831,1.022,3.45,0.886,120.69,0.61687560262874,0.584099877650795,0.529857500013603,0.488138631433025,1.0,1.0,0.0,0.0,1.36,0.02,7.38,0.07,0.84,0.0,18.6,0.01,-76.59,0.56,20.372,0.3173,171421597632.354,154096006525.74,133171742574.245,186237978121.44,39.2009191467495,35.8050428248104,28.5018784144214,55.435691269448,0.03979582461098104,0.005715557001262667,3.658382043915398,0.21612073544197283,79.3260126686028,78.58222245597503,79.37175511867447,79.37175511867447,0.05068840800175145,0.11
75,2306197198,3,197.5,198.5,345.065704,-34.467699,0.3139,4,19.163,18.583,1.1,3.616,0.945,105.32,0.568986468532485,0.533829723318617,0.476624128338565,0.433544154249622,1.0,1.0,0.0,0.0,1.32,0.01,5.54,0.04,0.81,0.0,18.43,0.0,-63.21,0.51,28.775,0.3139,41762175648.9115,47343210423.5085,32482564020.1816,91138822657.9686,2.76677311623143,3.19770464719533,1.12604884472964e-05,39.9400882756803,0.054740319697960615,0.004708115983581225,3.5563383574159584,0.09582408574745176,85.8225565296373,85.68115127478916,85.19706243269937,85.19706243269937,0.627202548079518,0.15
76,2306319078,8,319.5,78.5,345.057483,-34.474365,0.084,4,18.4,18.126,2.799,5.417,0.889,12.86,0.568986468532485,0.533829723318617,0.476624128338565,0.433544154249622,0.730263157894737,0.33495145631068,1.0,1.0,3.43,0.03,1.53,0.01,0.79,0.0,18.01,0.01,-57.87,0.86,129.168,0.084,838791310.74198,1696067285.24502,1098206119.00091,2272661969.93742,0.378799338087549,0.396666596525275,0.0644656036653492,0.554977400240087,0.4024041155615282,0.014374938920402263,2.6644418363545066,0.10087899634345324,75.31574241675952,76.8045451232907,73.61187552134413,73.61187552134413,2.918172852621334,0.07
77,2307197200,2,197.5,200.5,345.484711,-34.497346,0.3357,4,19.339,18.761,1.583,4.819,0.859,157.97,0.683960552672356,0.648766455887034,0.596104750810452,0.553708500504517,1.0,1.0,0.16,0.0416666666666667,2.75,0.03,6.74,0.04,0.81,0.0,18.45,0.0,1.6,0.3,15.444,0.3357,1549763468207.55,1480438470966.33,1264842940562.48,1707167960209.25,0.0,7.57090027339656e-82,0.0,2.12880566654821e-15,0.035330571872133426,0.00455400370323971,3.7798873979283654,0.017826354003944906,88.29585891760229,87.45535671190208,87.90662280123115,87.90662280123115,0.5617715915732787,0.21
78,2307228105,3,228.5,105.5,345.482621,-34.502624,0.3342,4,19.873,19.262,1.177,3.095,0.69,131.71,0.683960552672356,0.648766455887034,0.596104750810452,0.553708500504517,1.0,1.0,0.766666666666667,0.471698113207547,1.17,0.02,2.91,0.06,0.48,0.0,19.23,0.01,-53.18,0.41,257.085,0.3342,510306689695.35,451553723602.867,404479062416.202,506142234635.935,9.463526151029433e-59,5.81496628115672e-65,0.0,1.35330396789778e-13,0.022942558839026458,0.00550711214750627,2.94796234201502,0.04650508144251532,68.0917524663461,67.47783380970077,68.09139836562905,68.09139836562905,0.0049199262705107456,0.18
79,2308198197,2,198.5,197.5,345.491999,-32.798679,0.3469,4,18.274,17.729,1.508,5.633,0.684,106.02,0.696006915510404,0.654393446363271,0.592317817043462,0.541421871857646,1.0,0.994252873563218,1.0,0.977011494252874,1.48,0.01,4.55,0.02,0.67,0.0,17.67,0.0,-80.82,0.11,13.42,0.3469,239570039821.26,221951631781.421,189962307838.517,252260717325.755,49.0735878706363,3.36041805589301,0.0003685269561381,37.9975746730947,0.08766281546259527,0.0028291033261826893,3.786151334839637,0.06421324133551269,105.45266929718716,104.96950739888862,105.0137789841291,105.0137789841291,0.44921157760799496,0.16
80,2309183169,1,183.5,169.5,346.276595,-30.122268,0.1563,4,18.063,17.715,1.6,3.485,0.838,94.8,0.761652631956217,0.718789108423643,0.661948555497479,0.614538945355613,1.0,1.0,1.0,1.0,1.93,0.02,2.56,0.03,0.66,0.0,17.59,0.01,86.73,0.46,377.731,0.1563,10205616491.4636,10457590156.2923,9496909455.46964,11706276507.3454,1.48781369182546,0.919932245931416,0.181890794543012,1.56673857743969,0.17627310591473458,0.005211064457185711,2.9145514867856894,0.010767718843893803,64.16880009749775,63.77873895100245,63.79211081988659,63.79211081988659,0.7366498711090309,0.38
81,2309198195,2,198.5,195.5,346.275632,-30.120823,0.3259,4,19.514,18.92,1.28,3.508,0.732,73.41,0.761652631956217,0.718789108423643,0.661948555497479,0.614538945355613,1.0,0.984375,1.0,0.984375,0.93,0.02,3.74,0.11,0.74,0.01,19.01,0.01,48.14,1.79,242.15,0.3259,53702550046.8938,57689022907.4406,52645867687.6677,62926478685.6714,0.120910163615679,0.0923242302654102,0.0089634953222408,0.431659188061177,0.0666586719768098,0.006095738183035064,3.296777366018311,0.07831911755871293,88.46270440524913,89.12652847207524,89.43530137458444,89.43530137458444,1.0207873632394175,0.27
82,2310167176,3,167.5,176.5,348.305111,-34.015689,0.2832,4,18.925,18.662,1.062,2.992,0.623,53.6,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,0.863636363636364,0.966666666666667,1.0,1.0,1.09,0.09,8.0,0.47,0.65,0.01,18.5,0.04,-80.6,1.14,530.834,0.2832,10713006879.038,12269198409.581,10116393883.1505,15883538065.829,12.5862371191615,9.68300352197687,8.16818221455284,12.6620867612138,0.15370498509317063,0.005658659922404896,3.692983176652272,0.6360664386830478,61.90466354955517,61.60809813077895,62.19094592685022,62.19094592685022,1.1205105122209562,0.39
83,2310167320,2,167.5,320.5,348.305111,-34.007689,0.1792,4,18.287,17.805,1.152,4.04,0.619,157.81,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,1.0,1.0,0.181818181818182,0.0566037735849057,1.16,0.01,5.29,0.02,0.56,0.0,17.7,0.0,-24.73,0.09,27.634,0.1792,34160552086.907,33367430270.1819,28328809455.3601,38150274245.6226,8.61437616913608,7.37180968409543,6.02872417117885,8.92618136103644,0.0399895724364903,0.004247407480323975,3.541051190631763,0.007225178438376279,98.03217440802814,76.18352312339826,98.06454836812685,98.06454836812685,0.08811372571818606,0.08
84,2310199196,4,199.5,196.5,348.302967,-34.014578,0.2833,4,18.297,17.76,2.213,4.807,0.601,121.12,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,1.0,0.931578947368421,1.0,0.96578947368421,3.67,0.19,5.86,0.16,0.5,0.0,17.55,0.03,-60.36,0.41,494.008,0.2833,47924433602.2806,43331446856.9348,37088517054.8598,52254576913.4706,9.67853964889642,0.0495528484002238,0.000165389859829,0.952742881173053,0.5020610173044094,0.01392718968343282,3.4569641858154205,0.06765400751261698,86.30832457945056,86.64222825921028,83.43664724419176,83.43664724419176,2.9697054125554696,0.19
85,2310313103,7,313.5,103.5,348.295325,-34.019745,0.2843,4,18.85,18.456,1.94,3.973,0.601,95.6,0.61198767846857,0.576053467830161,0.520782210167452,0.48001601303581,1.0,0.934931506849315,1.0,0.986301369863014,2.1,0.01,1.59,0.01,0.48,0.0,18.48,0.0,-84.57,0.19,63.831,0.2843,6365583979.6226,4641780098.55461,3389327166.59813,10125821926.6069,3.55496559792974,6.42940643898838,3.4689313012824,9.75361573621898,0.168593967260916,0.006583929260609149,2.5762025978200516,0.12751671359295724,74.0892339482871,73.2897253612042,74.60524323289509,74.60524323289509,0.516270830394605,0.12
86,2311197197,2,197.5,197.5,348.454529,-32.982594,0.3323,4,19.266,18.686,0.803,2.635,0.947,5.61,0.578367194471915,0.532062318835128,0.466254224526944,0.421609151277769,1.0,1.0,0.0,0.0,0.84,0.01,6.46,0.06,0.7,0.0,18.55,0.0,47.57,0.4,61.586,0.3323,45487557344.1878,46439238243.0354,42366717997.3403,54421842349.3148,7.33058744522412e-17,2.68348607098974e-19,2.54884145465281e-34,7.56148422538362e-08,0.023626010761054642,0.006214363145560111,3.4731482726830447,0.014535505297065508,70.91264788436487,70.45825243872662,70.97320984782606,70.97320984782606,0.07493820591447273,0.2
